"";"kolarstwo1";"kolarstwo2";"kolarstwo3";"kolarstwo4";"muzyka1";"muzyka2";"muzyka3";"muzyka4";"Pi³kaNo¿na1";"Pi³kaNo¿na2";"Pi³kaNo¿na3";"Pi³kaNo¿na4";"SprzêtElektroniczny1";"SprzêtElektroniczny2";"SprzêtElektroniczny3";"SprzêtElektroniczny4";"Szachy1";"Szachy2";"Szachy3";"Szachy4"
"lekki";0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"leonard";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"leoš";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"lepiej";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;1;0
"lepsze";0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1;1
"lepszy";1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"lesbos";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"leszkiem";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"leszna";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"leœny";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"letni";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lévistraussa";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"lewandowski";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"le¿eæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"lêdŸwie";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"liar";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"libertadores";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"liczba";0;0;0;0;0;0;0;0;1;0;0;1;2;1;0;0;1;0;0;0
"liczebnoœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"licznik";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"liczny";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"liczyæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"lider";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"lidyjski";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"life";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lig";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"liga";0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0
"ligowy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"likwidacja";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"limita";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"linearny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"linia";0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
"lionel";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"lipiec";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"lira";0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"lista";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"listopad";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0
"liszta";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"liœciaste";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"liœæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"litera";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"literatura";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"litowojonowe";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"litra";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"liturgiczny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lniany";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"locke";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"lodówka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"logiczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0
"logika";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1
"lokalny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"loved";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lubaczów";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"lubiæ";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0
"ludwiga";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ludzi";0;0;1;1;0;0;0;0;2;0;0;0;1;2;0;0;0;0;2;1
"ludziach";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"ludzie";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"ludzki";0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"ludzkoœæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ludŸmi";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lutnia";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lutos³awski";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"luty";0;0;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"lutymarzec";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"³aciñskoromañskiej";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"³ad";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"³adniej";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"³adowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0
"³adowanie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0
"³adowarka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"³am";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"³amanie";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"³añcuch";0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"³atwiej";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"³atwy";0;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;1;0
"³¹cznia";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"³¹czyæ";0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
"³odyga";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"³osoœ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"³uk";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"³ukasz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"madonna";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"madryt";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"magazyn";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"magazynowaæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"magia";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"magiczny";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"magnetofonowy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"magnetyczny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"magnusa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"maj¹ce";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"maj¹cego";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"maj¹cych";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"make";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"makes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"makrela";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"makroregionalny";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"maksymalizowaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"maksymalny";1;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ma³a";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ma³o";2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"mam";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0
"mama";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"manager";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"maradona";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"maraton";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"maratoñski";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"marcin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"marcusa";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"marek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"maria";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"marion";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"marka";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0
"marnowaæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"marsz";0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"martwy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"marudziæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"marzec";0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"marzyæ";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"masa";12;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"masz";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"maszczyk";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"maszyneria";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mata";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"matematyczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0
"matematyk";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"matematyka";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"mater";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"materazzim";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"materialny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"materia³";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"mateusz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"matowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"mausa";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"m¹dry";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"mechanika";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mechanizm";0;11;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"mecz";0;0;0;0;0;0;0;0;4;3;8;6;0;0;0;0;0;1;0;0
"medal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0
"media";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"mediacja";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"medycyna";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"medyczny";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"meksyk";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"melodia";0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"melodyczny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mendelssohna";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"merkurego";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mesjasz";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"messi";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"metabolit";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"metabolizm";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"metabolizowaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"metafizyczny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"metafora";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"metal";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"metalowy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"metapoziomu";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"metoda";3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"metodologiczny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"metrum";0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
"meyer";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"mezopotamii";0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mêczyæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mêski";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mia³";0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;0;0;0
"miano";0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"miara";0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"miarowy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miasta";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"miasteczko";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"miastem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"miasto";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"michael";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"michaela";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"michel";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"michela";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"microsoft";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mieæ";0;0;1;0;1;2;1;1;0;1;0;1;3;1;1;0;0;0;0;0
"miejsce";0;0;1;0;0;1;6;1;0;0;2;1;1;0;4;0;1;1;1;1
"miejscowoœæ";0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"mieliæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"miernik";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mierzyæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"miesi¹c";0;1;2;1;0;0;0;0;0;0;0;0;10;2;0;1;0;0;0;0
"miesiêczny";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mieszkaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"mieszkanie";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mieszkaniec";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mieœcie";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"miêdzy";1;1;0;0;1;1;9;1;1;1;0;0;1;0;0;0;4;0;0;1
"miêdzyludzki";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"miêdzynarodowy";0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0
"miêdzypañstwowy";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"miêsieñ";2;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miêsny";0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miêso";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miêœniowy";8;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mijaj¹c";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"miko³aj";0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mikrofon";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mikroregionalny";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"miksolidyjska";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"milion";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2
"millenialsów";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"mi³a";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"min";1;3;0;2;0;0;1;1;0;0;0;0;0;0;0;1;0;3;0;0
"mineralny";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"minia";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"miniaturowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"minimalistyczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"minimalny";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"minimum";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"minister";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"ministerstwo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"minuta";0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0
"minutowy";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"missa";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mistrz";0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1;0;0
"mistrzostwa";0;0;0;0;0;0;0;0;1;0;7;4;0;0;0;0;0;11;0;0
"mistrzostwo";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"mitologia";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mitologiczny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mityczny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"mleko";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mlekowy";0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mlkgmin";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"m³ody";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1
"m³odzie¿";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3
"mniej";0;1;0;2;0;0;4;0;0;1;0;0;4;0;0;1;0;0;0;0
"mniejsza";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mniejszy";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"mno¿yæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mobilny";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0
"moc";0;3;1;4;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"mocarz";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mocno";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"mocny";0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"moda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"model";1;0;0;0;0;0;6;0;0;0;0;0;9;0;0;6;0;0;0;0
"modny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"modyfikowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mog¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"mogli";0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"moi";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"moim";0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0
"mojego";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"mojej";0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0
"mojemu";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mokate";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"mokry";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mollowy";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"moment";0;3;0;1;1;1;1;0;0;0;0;0;3;1;0;0;0;0;0;0
"monachium";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"monitorowaæ";0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"monitoruj¹c";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"moniuszki";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"monochord";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"monolog";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"monotonia";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"monotonny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"moralnoœæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"moralny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"morski";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"morze";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"motor";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"motoryczny";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"motto";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"motywacja";0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0
"motywowaæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
"mozarta";0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"mo¿liwe";2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
"mo¿liwoœæ";2;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;1
"mo¿liwy";0;0;0;2;0;0;0;2;0;0;0;0;1;0;0;2;0;0;0;0
"mo¿ne";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"móc";1;1;5;3;2;2;1;9;0;0;0;2;4;3;2;2;0;0;4;1
"mój";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"mówi¹c";0;1;0;2;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0
"mówiæ";0;0;0;0;2;0;5;0;0;0;0;0;1;0;0;0;0;5;0;0
"mózg";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"mszyæ";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mtk";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"mundi";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mundial";0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
"murawa";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"murray";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"musica";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"musieæ";0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;2;0;0
"musik";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"muszla";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"muz";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"muzeum";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"muzycznegoabdukcje";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"muzyczny";0;0;0;0;8;11;1;8;0;0;0;0;0;0;0;0;0;0;0;0
"muzyka";0;0;0;0;21;49;1;4;0;0;0;0;0;1;0;0;0;0;0;0
"muzykolog";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
